"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-07","Regina-Moose Mountain, Saskatchewan","2016S05004710","Job vacancies","Number","223","units","0","v1374464930","57.1","3810","B","","","0"
"2015-07","Regina-Moose Mountain, Saskatchewan","2016S05004710","Payroll employees","Number","223","units","0","v1374464931","57.2","154455","A","","","0"
"2015-07","Regina-Moose Mountain, Saskatchewan","2016S05004710","Job vacancy rate","Percentage","242","units","0","v1374464932","57.3","2.4","B","","","1"
"2015-07","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Job vacancies","Number","223","units","0","v1374464933","58.1","1570","C","","","0"
"2015-07","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Payroll employees","Number","223","units","0","v1374464934","58.2","37855","A","","","0"
"2015-07","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Job vacancy rate","Percentage","242","units","0","v1374464935","58.3","4.0","C","","","1"
"2015-07","Saskatoon-Biggar, Saskatchewan","2016S05004730","Job vacancies","Number","223","units","0","v1374464936","59.1","3340","B","","","0"
"2015-07","Saskatoon-Biggar, Saskatchewan","2016S05004730","Payroll employees","Number","223","units","0","v1374464937","59.2","160965","A","","","0"
"2015-07","Saskatoon-Biggar, Saskatchewan","2016S05004730","Job vacancy rate","Percentage","242","units","0","v1374464938","59.3","2.0","B","","","1"
"2015-07","Yorkton-Melville, Saskatchewan","2016S05004740","Job vacancies","Number","223","units","0","v1374464939","60.1","760","C","","","0"
"2015-07","Yorkton-Melville, Saskatchewan","2016S05004740","Payroll employees","Number","223","units","0","v1374464940","60.2","28330","A","","","0"
"2015-07","Yorkton-Melville, Saskatchewan","2016S05004740","Job vacancy rate","Percentage","242","units","0","v1374464941","60.3","2.6","C","","","1"
"2015-07","Prince Albert and Northern, Saskatchewan","","Job vacancies","Number","223","units","0","v1374464942","61.1","2180","B","","","0"
"2015-07","Prince Albert and Northern, Saskatchewan","","Payroll employees","Number","223","units","0","v1374464943","61.2","83060","A","","","0"
"2015-07","Prince Albert and Northern, Saskatchewan","","Job vacancy rate","Percentage","242","units","0","v1374464944","61.3","2.6","B","","","1"
"2015-07","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1374464945","62.1","60000","A","","","0"
"2015-07","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1374464946","62.2","1972165","A","","","0"
"2015-07","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1374464947","62.3","3.0","A","","","1"
"2015-07","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancies","Number","223","units","0","v1374464948","63.1","3385","B","","","0"
"2015-07","Lethbridge-Medicine Hat, Alberta","2016S05004810","Payroll employees","Number","223","units","0","v1374464949","63.2","133230","B","","","0"
"2015-07","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancy rate","Percentage","242","units","0","v1374464950","63.3","2.5","B","","","1"
"2015-07","Camrose-Drumheller, Alberta","2016S05004820","Job vacancies","Number","223","units","0","v1374464951","64.1","2425","B","","","0"
"2015-07","Camrose-Drumheller, Alberta","2016S05004820","Payroll employees","Number","223","units","0","v1374464952","64.2","76420","A","","","0"
"2015-07","Camrose-Drumheller, Alberta","2016S05004820","Job vacancy rate","Percentage","242","units","0","v1374464953","64.3","3.1","B","","","1"
"2015-07","Calgary, Alberta","2016S05004830","Job vacancies","Number","223","units","0","v1374464954","65.1","20170","A","","","0"
"2015-07","Calgary, Alberta","2016S05004830","Payroll employees","Number","223","units","0","v1374464955","65.2","746010","A","","","0"
"2015-07","Calgary, Alberta","2016S05004830","Job vacancy rate","Percentage","242","units","0","v1374464956","65.3","2.6","A","","","1"
"2015-07","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancies","Number","223","units","0","v1374464957","66.1","7470","B","","","0"
"2015-07","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Payroll employees","Number","223","units","0","v1374464958","66.2","174855","A","","","0"
"2015-07","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancy rate","Percentage","242","units","0","v1374464959","66.3","4.1","B","","","1"
"2015-07","Red Deer, Alberta","2016S05004850","Job vacancies","Number","223","units","0","v1374464960","67.1","2900","B","","","0"
"2015-07","Red Deer, Alberta","2016S05004850","Payroll employees","Number","223","units","0","v1374464961","67.2","103240","A","","","0"
"2015-07","Red Deer, Alberta","2016S05004850","Job vacancy rate","Percentage","242","units","0","v1374464962","67.3","2.7","B","","","1"
"2015-07","Edmonton, Alberta","2016S05004860","Job vacancies","Number","223","units","0","v1374464963","68.1","21535","B","","","0"
"2015-07","Edmonton, Alberta","2016S05004860","Payroll employees","Number","223","units","0","v1374464964","68.2","660640","A","","","0"
"2015-07","Edmonton, Alberta","2016S05004860","Job vacancy rate","Percentage","242","units","0","v1374464965","68.3","3.2","B","","","1"
"2015-07","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancies","Number","223","units","0","v1374464966","69.1","2120","B","","","0"
"2015-07","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Payroll employees","Number","223","units","0","v1374464967","69.2","77765","B","","","0"
"2015-07","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancy rate","Percentage","242","units","0","v1374464968","69.3","2.7","B","","","1"
"2015-07","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1374464969","70.1","67370","A","","","0"
"2015-07","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1374464970","70.2","1994140","A","","","0"
"2015-07","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1374464971","70.3","3.3","A","","","1"
"2015-07","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancies","Number","223","units","0","v1374464972","71.1","7355","B","","","0"
"2015-07","Vancouver Island and Coast, British Columbia","2016S05005910","Payroll employees","Number","223","units","0","v1374464973","71.2","286815","A","","","0"
"2015-07","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancy rate","Percentage","242","units","0","v1374464974","71.3","2.5","B","","","1"
"2015-07","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancies","Number","223","units","0","v1374464975","72.1","44445","A","","","0"
"2015-07","Lower Mainland-Southwest, British Columbia","2016S05005920","Payroll employees","Number","223","units","0","v1374464976","72.2","1294610","A","","","0"
"2015-07","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancy rate","Percentage","242","units","0","v1374464977","72.3","3.3","A","","","1"
"2015-07","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancies","Number","223","units","0","v1374464978","73.1","8665","B","","","0"
"2015-07","Thompson-Okanagan, British Columbia","2016S05005930","Payroll employees","Number","223","units","0","v1374464979","73.2","206705","A","","","0"
"2015-07","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancy rate","Percentage","242","units","0","v1374464980","73.3","4.0","B","","","1"
"2015-07","Kootenay, British Columbia","2016S05005940","Job vacancies","Number","223","units","0","v1374464981","74.1","2150","B","","","0"
"2015-07","Kootenay, British Columbia","2016S05005940","Payroll employees","Number","223","units","0","v1374464982","74.2","59645","A","","","0"
"2015-07","Kootenay, British Columbia","2016S05005940","Job vacancy rate","Percentage","242","units","0","v1374464983","74.3","3.5","B","","","1"
"2015-07","Cariboo, British Columbia","2016S05005950","Job vacancies","Number","223","units","0","v1374464984","75.1","2190","B","","","0"
"2015-07","Cariboo, British Columbia","2016S05005950","Payroll employees","Number","223","units","0","v1374464985","75.2","71915","B","","","0"
"2015-07","Cariboo, British Columbia","2016S05005950","Job vacancy rate","Percentage","242","units","0","v1374464986","75.3","3.0","B","","","1"
"2015-07","North Coast and Nechako, British Columbia","","Job vacancies","Number","223","units","0","v1374464987","76.1","1100","B","","","0"
"2015-07","North Coast and Nechako, British Columbia","","Payroll employees","Number","223","units","0","v1374464988","76.2","39315","A","","","0"
"2015-07","North Coast and Nechako, British Columbia","","Job vacancy rate","Percentage","242","units","0","v1374464989","76.3","2.7","B","","","1"
"2015-07","Northeast, British Columbia","2016S05005980","Job vacancies","Number","223","units","0","v1374464990","77.1","1460","B","","","0"
"2015-07","Northeast, British Columbia","2016S05005980","Payroll employees","Number","223","units","0","v1374464991","77.2","35135","A","","","0"
"2015-07","Northeast, British Columbia","2016S05005980","Job vacancy rate","Percentage","242","units","0","v1374464992","77.3","4.0","B","","","1"
"2015-07","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1374464993","78.1","670","C","","","0"
"2015-07","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1374464994","78.2","15910","A","","","0"
"2015-07","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1374464995","78.3","4.1","C","","","1"
"2015-07","Yukon","2016S05006010","Job vacancies","Number","223","units","0","v1374464996","79.1","670","C","","","0"
"2015-07","Yukon","2016S05006010","Payroll employees","Number","223","units","0","v1374464997","79.2","15910","A","","","0"
"2015-07","Yukon","2016S05006010","Job vacancy rate","Percentage","242","units","0","v1374464998","79.3","4.1","C","","","1"
"2015-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1374464999","80.1","840","C","","","0"
"2015-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1374465000","80.2","22480","A","","","0"
"2015-07","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1374465001","80.3","3.6","C","","","1"
"2015-07","Northwest Territories","2016S05006110","Job vacancies","Number","223","units","0","v1374465002","81.1","840","C","","","0"
"2015-07","Northwest Territories","2016S05006110","Payroll employees","Number","223","units","0","v1374465003","81.2","22480","A","","","0"
"2015-07","Northwest Territories","2016S05006110","Job vacancy rate","Percentage","242","units","0","v1374465004","81.3","3.6","C","","","1"
"2015-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1374465005","82.1","390","D","","","0"
"2015-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1374465006","82.2","10505","A","","","0"
"2015-07","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1374465007","82.3","3.6","D","","","1"
"2015-07","Nunavut","2016S05006210","Job vacancies","Number","223","units","0","v1374465008","83.1","390","D","","","0"
"2015-07","Nunavut","2016S05006210","Payroll employees","Number","223","units","0","v1374465009","83.2","10505","A","","","0"
"2015-07","Nunavut","2016S05006210","Job vacancy rate","Percentage","242","units","0","v1374465010","83.3","3.6","D","","","1"
"2015-10","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1374464762","1.1","368790","A","","","0"
"2015-10","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1374464763","1.2","15143495","A","","","0"
"2015-10","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1374464764","1.3","2.4","A","","","1"
"2015-10","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1374464765","2.1","4625","B","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1374464766","2.2","201705","A","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1374464767","2.3","2.2","B","","","1"
"2015-10","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancies","Number","223","units","0","v1374464768","3.1","2925","B","","","0"
"2015-10","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Payroll employees","Number","223","units","0","v1374464769","3.2","131285","A","","","0"
"2015-10","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancy rate","Percentage","242","units","0","v1374464770","3.3","2.2","B","","","1"
"2015-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancies","Number","223","units","0","v1374464771","4.1","800","D","","","0"
"2015-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Payroll employees","Number","223","units","0","v1374464772","4.2","36340","A","","","0"
"2015-10","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancy rate","Percentage","242","units","0","v1374464773","4.3","2.2","C","","","1"
"2015-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancies","Number","223","units","0","v1374464774","5.1","900","C","","","0"
"2015-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Payroll employees","Number","223","units","0","v1374464775","5.2","34080","B","","","0"
"2015-10","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancy rate","Percentage","242","units","0","v1374464776","5.3","2.6","C","","","1"
"2015-10","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1374464777","6.1","1805","C","","","0"
"2015-10","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1374464778","6.2","59125","A","","","0"
"2015-10","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1374464779","6.3","3.0","C","","","1"
"2015-10","Prince Edward Island","2016S05001110","Job vacancies","Number","223","units","0","v1374464780","7.1","1805","C","","","0"
"2015-10","Prince Edward Island","2016S05001110","Payroll employees","Number","223","units","0","v1374464781","7.2","59125","A","","","0"
"2015-10","Prince Edward Island","2016S05001110","Job vacancy rate","Percentage","242","units","0","v1374464782","7.3","3.0","C","","","1"
"2015-10","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1374464783","8.1","8660","A","","","0"
"2015-10","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1374464784","8.2","381320","A","","","0"
"2015-10","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1374464785","8.3","2.2","A","","","1"
"2015-10","Cape Breton, Nova Scotia","2016S05001210","Job vacancies","Number","223","units","0","v1374464786","9.1","800","C","","","0"
"2015-10","Cape Breton, Nova Scotia","2016S05001210","Payroll employees","Number","223","units","0","v1374464787","9.2","50815","B","","","0"
"2015-10","Cape Breton, Nova Scotia","2016S05001210","Job vacancy rate","Percentage","242","units","0","v1374464788","9.3","1.5","B","","","1"
"2015-10","North Shore, Nova Scotia","2016S05001220","Job vacancies","Number","223","units","0","v1374464789","10.1","1255","C","","","0"
"2015-10","North Shore, Nova Scotia","2016S05001220","Payroll employees","Number","223","units","0","v1374464790","10.2","58325","A","","","0"
"2015-10","North Shore, Nova Scotia","2016S05001220","Job vacancy rate","Percentage","242","units","0","v1374464791","10.3","2.1","C","","","1"
"2015-10","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancies","Number","223","units","0","v1374464792","11.1","970","C","","","0"
"2015-10","Annapolis Valley, Nova Scotia","2016S05001230","Payroll employees","Number","223","units","0","v1374464793","11.2","39535","A","","","0"
"2015-10","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancy rate","Percentage","242","units","0","v1374464794","11.3","2.4","C","","","1"
"2015-10","Southern, Nova Scotia","2016S05001240","Job vacancies","Number","223","units","0","v1374464795","12.1","1035","C","","","0"
"2015-10","Southern, Nova Scotia","2016S05001240","Payroll employees","Number","223","units","0","v1374464796","12.2","44455","A","","","0"
"2015-10","Southern, Nova Scotia","2016S05001240","Job vacancy rate","Percentage","242","units","0","v1374464797","12.3","2.3","C","","","1"
"2015-10","Halifax, Nova Scotia","2016S05001250","Job vacancies","Number","223","units","0","v1374464798","13.1","4605","B","","","0"
"2015-10","Halifax, Nova Scotia","2016S05001250","Payroll employees","Number","223","units","0","v1374464799","13.2","188195","A","","","0"
"2015-10","Halifax, Nova Scotia","2016S05001250","Job vacancy rate","Percentage","242","units","0","v1374464800","13.3","2.4","B","","","1"
"2015-10","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1374464801","14.1","7010","B","","","0"
"2015-10","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1374464802","14.2","286695","A","","","0"
"2015-10","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1374464803","14.3","2.4","B","","","1"
"2015-10","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancies","Number","223","units","0","v1374464804","15.1","995","C","","","0"
"2015-10","Campbellton-Miramichi, New Brunswick","2016S05001310","Payroll employees","Number","223","units","0","v1374464805","15.2","43760","A","","","0"
"2015-10","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancy rate","Percentage","242","units","0","v1374464806","15.3","2.2","C","","","1"
"2015-10","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancies","Number","223","units","0","v1374464807","16.1","2780","C","","","0"
"2015-10","Moncton-Richibucto, New Brunswick","2016S05001320","Payroll employees","Number","223","units","0","v1374464808","16.2","89285","A","","","0"
"2015-10","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancy rate","Percentage","242","units","0","v1374464809","16.3","3.0","C","","","1"
"2015-10","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancies","Number","223","units","0","v1374464810","17.1","1560","D","","","0"
"2015-10","Saint John-St. Stephen, New Brunswick","2016S05001330","Payroll employees","Number","223","units","0","v1374464811","17.2","68025","A","","","0"
"2015-10","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancy rate","Percentage","242","units","0","v1374464812","17.3","2.2","C","","","1"
"2015-10","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancies","Number","223","units","0","v1374464813","18.1","995","C","","","0"
"2015-10","Fredericton-Oromocto, New Brunswick","2016S05001340","Payroll employees","Number","223","units","0","v1374464814","18.2","55295","A","","","0"
"2015-10","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancy rate","Percentage","242","units","0","v1374464815","18.3","1.8","C","","","1"
"2015-10","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancies","Number","223","units","0","v1374464816","19.1","685","C","","","0"
"2015-10","Edmundston-Woodstock, New Brunswick","2016S05001350","Payroll employees","Number","223","units","0","v1374464817","19.2","30330","A","","","0"
"2015-10","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancy rate","Percentage","242","units","0","v1374464818","19.3","2.2","C","","","1"
"2015-10","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1374464819","20.1","56005","A","","","0"
"2015-10","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1374464820","20.2","3333920","A","","","0"
"2015-10","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1374464821","20.3","1.7","A","","","1"
"2015-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancies","Number","223","units","0","v1374464822","21.1","410","D","","","0"
"2015-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Payroll employees","Number","223","units","0","v1374464823","21.2","29915","A","","","0"
"2015-10","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancy rate","Percentage","242","units","0","v1374464824","21.3","1.4","D","","","1"
"2015-10","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancies","Number","223","units","0","v1374464825","22.1","1250","C","","","0"
"2015-10","Bas-Saint-Laurent, Quebec","2016S05002415","Payroll employees","Number","223","units","0","v1374464826","22.2","83940","A","","","0"
"2015-10","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancy rate","Percentage","242","units","0","v1374464827","22.3","1.5","C","","","1"
"2015-10","Capitale-Nationale, Quebec","2016S05002420","Job vacancies","Number","223","units","0","v1374464828","23.1","6090","B","","","0"
"2015-10","Capitale-Nationale, Quebec","2016S05002420","Payroll employees","Number","223","units","0","v1374464829","23.2","322100","B","","","0"
"2015-10","Capitale-Nationale, Quebec","2016S05002420","Job vacancy rate","Percentage","242","units","0","v1374464830","23.3","1.9","B","","","1"
"2015-10","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancies","Number","223","units","0","v1374464831","24.1","3210","D","","","0"
"2015-10","Chaudière-Appalaches, Quebec","2016S05002425","Payroll employees","Number","223","units","0","v1374464832","24.2","165215","A","","","0"
"2015-10","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancy rate","Percentage","242","units","0","v1374464833","24.3","1.9","D","","","1"
"2015-10","Estrie, Quebec","2016S05002430","Job vacancies","Number","223","units","0","v1374464834","25.1","1445","B","","","0"
"2015-10","Estrie, Quebec","2016S05002430","Payroll employees","Number","223","units","0","v1374464835","25.2","129140","A","","","0"
"2015-10","Estrie, Quebec","2016S05002430","Job vacancy rate","Percentage","242","units","0","v1374464836","25.3","1.1","B","","","1"
"2015-10","Centre-du-Québec, Quebec","2016S05002433","Job vacancies","Number","223","units","0","v1374464837","26.1","1605","B","","","0"
"2015-10","Centre-du-Québec, Quebec","2016S05002433","Payroll employees","Number","223","units","0","v1374464838","26.2","107050","A","","","0"
"2015-10","Centre-du-Québec, Quebec","2016S05002433","Job vacancy rate","Percentage","242","units","0","v1374464839","26.3","1.5","B","","","1"
"2015-10","Montérégie, Quebec","2016S05002435","Job vacancies","Number","223","units","0","v1374464840","27.1","8945","B","","","0"
"2015-10","Montérégie, Quebec","2016S05002435","Payroll employees","Number","223","units","0","v1374464841","27.2","534730","A","","","0"
"2015-10","Montérégie, Quebec","2016S05002435","Job vacancy rate","Percentage","242","units","0","v1374464842","27.3","1.6","B","","","1"
"2015-10","Montréal, Quebec","2016S05002440","Job vacancies","Number","223","units","0","v1374464843","28.1","21060","B","","","0"
"2015-10","Montréal, Quebec","2016S05002440","Payroll employees","Number","223","units","0","v1374464844","28.2","1070955","A","","","0"
"2015-10","Montréal, Quebec","2016S05002440","Job vacancy rate","Percentage","242","units","0","v1374464845","28.3","1.9","A","","","1"
"2015-10","Laval, Quebec","2016S05002445","Job vacancies","Number","223","units","0","v1374464846","29.1","2625","C","","","0"
"2015-10","Laval, Quebec","2016S05002445","Payroll employees","Number","223","units","0","v1374464847","29.2","144115","A","","","0"
"2015-10","Laval, Quebec","2016S05002445","Job vacancy rate","Percentage","242","units","0","v1374464848","29.3","1.8","C","","","1"
"2015-10","Lanaudière, Quebec","2016S05002450","Job vacancies","Number","223","units","0","v1374464849","30.1","1525","C","","","0"
"2015-10","Lanaudière, Quebec","2016S05002450","Payroll employees","Number","223","units","0","v1374464850","30.2","135620","A","","","0"
"2015-10","Lanaudière, Quebec","2016S05002450","Job vacancy rate","Percentage","242","units","0","v1374464851","30.3","1.1","C","","","1"
"2015-10","Laurentides, Quebec","2016S05002455","Job vacancies","Number","223","units","0","v1374464852","31.1","2850","C","","","0"
"2015-10","Laurentides, Quebec","2016S05002455","Payroll employees","Number","223","units","0","v1374464853","31.2","185410","A","","","0"
"2015-10","Laurentides, Quebec","2016S05002455","Job vacancy rate","Percentage","242","units","0","v1374464854","31.3","1.5","C","","","1"
"2015-10","Outaouais, Quebec","2016S05002460","Job vacancies","Number","223","units","0","v1374464855","32.1","1060","C","","","0"
"2015-10","Outaouais, Quebec","2016S05002460","Payroll employees","Number","223","units","0","v1374464856","32.2","97660","A","","","0"
"2015-10","Outaouais, Quebec","2016S05002460","Job vacancy rate","Percentage","242","units","0","v1374464857","32.3","1.1","C","","","1"
"2015-10","Abitibi-Témiscamingue, Quebec","2016S05002465","Job vacancies","Number","223","units","0","v1374464858","33.1","980","C","","","0"
"2015-10","Abitibi-Témiscamingue, Quebec","2016S05002465","Payroll employees","Number","223","units","0","v1374464859","33.2","63620","A","","","0"
"2015-10","Abitibi-Témiscamingue, Quebec","2016S05002465","Job vacancy rate","Percentage","242","units","0","v1374464860","33.3","1.5","C","","","1"
"2015-10","Mauricie, Quebec","2016S05002470","Job vacancies","Number","223","units","0","v1374464861","34.1","1100","C","","","0"
"2015-10","Mauricie, Quebec","2016S05002470","Payroll employees","Number","223","units","0","v1374464862","34.2","95145","A","","","0"
"2015-10","Mauricie, Quebec","2016S05002470","Job vacancy rate","Percentage","242","units","0","v1374464863","34.3","1.1","C","","","1"
"2015-10","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Job vacancies","Number","223","units","0","v1374464864","35.1","935","C","","","0"
"2015-10","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Payroll employees","Number","223","units","0","v1374464865","35.2","113270","A","","","0"
"2015-10","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Job vacancy rate","Percentage","242","units","0","v1374464866","35.3","0.8","C","","","1"
"2015-10","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancies","Number","223","units","0","v1374464867","36.1","905","C","","","0"
"2015-10","Côte-Nord and Nord-du-Québec, Quebec","","Payroll employees","Number","223","units","0","v1374464868","36.2","56030","A","","","0"
"2015-10","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancy rate","Percentage","242","units","0","v1374464869","36.3","1.6","C","","","1"
"2015-10","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1374464870","37.1","150885","A","","","0"
"2015-10","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1374464871","37.2","5838595","A","","","0"
"2015-10","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1374464872","37.3","2.5","A","","","1"
"2015-10","Ottawa, Ontario","2016S05003510","Job vacancies","Number","223","units","0","v1374464873","38.1","10945","B","","","0"
"2015-10","Ottawa, Ontario","2016S05003510","Payroll employees","Number","223","units","0","v1374464874","38.2","494940","A","","","0"
"2015-10","Ottawa, Ontario","2016S05003510","Job vacancy rate","Percentage","242","units","0","v1374464875","38.3","2.2","B","","","1"
"2015-10","Kingston-Pembroke, Ontario","2016S05003515","Job vacancies","Number","223","units","0","v1374464876","39.1","3510","B","","","0"
"2015-10","Kingston-Pembroke, Ontario","2016S05003515","Payroll employees","Number","223","units","0","v1374464877","39.2","168855","A","","","0"
"2015-10","Kingston-Pembroke, Ontario","2016S05003515","Job vacancy rate","Percentage","242","units","0","v1374464878","39.3","2.0","B","","","1"
"2015-10","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancies","Number","223","units","0","v1374464879","40.1","3335","B","","","0"
"2015-10","Muskoka-Kawarthas, Ontario","2016S05003520","Payroll employees","Number","223","units","0","v1374464880","40.2","132255","A","","","0"
"2015-10","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancy rate","Percentage","242","units","0","v1374464881","40.3","2.5","B","","","1"
"2015-10","Toronto, Ontario","2016S05003530","Job vacancies","Number","223","units","0","v1374464882","41.1","80620","A","","","0"
"2015-10","Toronto, Ontario","2016S05003530","Payroll employees","Number","223","units","0","v1374464883","41.2","2917845","A","","","0"
"2015-10","Toronto, Ontario","2016S05003530","Job vacancy rate","Percentage","242","units","0","v1374464884","41.3","2.7","A","","","1"
"2015-10","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancies","Number","223","units","0","v1374464885","42.1","14485","B","","","0"
"2015-10","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Payroll employees","Number","223","units","0","v1374464886","42.2","564505","A","","","0"
"2015-10","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancy rate","Percentage","242","units","0","v1374464887","42.3","2.5","B","","","1"
"2015-10","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancies","Number","223","units","0","v1374464888","43.1","14290","B","","","0"
"2015-10","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Payroll employees","Number","223","units","0","v1374464889","43.2","563885","A","","","0"
"2015-10","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancy rate","Percentage","242","units","0","v1374464890","43.3","2.5","B","","","1"
"2015-10","London, Ontario","2016S05003560","Job vacancies","Number","223","units","0","v1374464891","44.1","6180","B","","","0"
"2015-10","London, Ontario","2016S05003560","Payroll employees","Number","223","units","0","v1374464892","44.2","277545","A","","","0"
"2015-10","London, Ontario","2016S05003560","Job vacancy rate","Percentage","242","units","0","v1374464893","44.3","2.2","B","","","1"
"2015-10","Windsor-Sarnia, Ontario","2016S05003570","Job vacancies","Number","223","units","0","v1374464894","45.1","6590","C","","","0"
